statefip,year,race,bmprison,wmprison,bmpop,wmpop,error,crack,alcohol,income,ur,poverty,black,perc1519,aidscapita,state,parole,probation,capacity_rated,capacity_operational,capacity_design,bmprate,wmprate
23,1987,1,15,1265,2795,568020,0,-.58803308,2.55,14546,4.3416667,11.7,.41812253,7.7994328,.59084696,Maine,,4605,934,1237,934,536.67261,222.70343
23,1988,2,15,1221,2934,577274,0,-.011838,2.54,15710,3.6500001,13.2,.41579866,7.6207395,1.6611061,Maine,,6059,934,934,934,511.24744,211.51134
23,1989,1,16,1378,3063,585040,0,.058528099,2.4400001,16803,4,10.4,.41342795,7.3802996,2.2951498,Maine,,6851,1049,1049,1049,522.36371,235.53944
23,1990,2,29,1440,3153,590181,0,1.860598,2.3399999,17376,5.2750001,13.1,.40554872,7.1263819,3.491056,Maine,,7549,1193,1193,1193,919.75897,243.99295
23,1991,1,34,1463,3197,592093,0,.213193,2.25,17526,7.5666666,14.1,.4133324,6.8651123,2.9909117,Maine,36,6943,1193,1193,1193,1063.4971,247.08957
23,1992,2,29,1411,3120,591566,0,.2417143,2.23,18253,7.125,13.5,.41557226,6.7190523,3.5526617,Maine,39,8942,1353,1353,1353,929.48718,238.51945
23,1993,2,34,1368,3061,592726,0,.8183291,2.22,18639,6.6083336,15.4,.41577932,6.6945882,5.8761878,Maine,38,8712,1353,1353,1353,1110.7482,230.79803
23,1994,2,25,1383,2899,591724,0,.8818413,2.1700001,19387,6.4666667,9.3999996,.40298286,6.7529225,5.954958,Maine,40,8638,1353,1353,1353,862.36633,233.72383
23,1995,2,26,1303,3033,591002,0,.3636328,2.1900001,20140,5.8249998,11.2,.43394637,6.8315535,6.0314603,Maine,55,8641,1353,1353,1353,857.23706,220.47302
23,1996,2,41,1357.5,3183,593639,0,1.195868,2.22,21203,5.2583332,11.2,.46105233,6.9111171,2.8021071,Maine,57,7753,1490,1490,1490,1288.093,228.67433
23,1997,1,56,1412,3345,595309,0,2.7733181,2.1900001,22179,5.125,10.1,.51469833,6.9809384,2.2314775,Maine,67,7178,1437,1590,1437,1674.1405,237.18774
23,1998,2,56,1433,3522,596189,0,1.933708,2.1600001,23596,4.5083332,10.4,.56888288,7.0428958,1.5089821,Maine,33,6953,1460,1629,1460,1590.0057,240.36002
23,1999,2,60,1508,3480,600783,0,1.0399981,2.26,24484,3.95,10.6,.57486498,7.0302682,1.4998326,Maine,28,7524,1460,1639,1460,1724.1379,251.00577
23,2000,1,46,1394,3976,600927,0,1.190756,2.29,25969,3.2750001,10.1,.65309221,6.9945073,1.4875267,Maine,28,7788,1428,1641,1460,1156.9417,231.97493
24,1985,1,9093,3476,500313,1583237,0,1.022807,2.8099999,17069,4.6916666,8.6999998,26.559769,7.6285806,2.7185462,Maryland,7308,67138,,13328,9435,1817.4623,219.5502
24,1986,1,9333,3525,512655,1603794,0,1.446893,2.75,18068,4.5583334,9.1999998,26.52174,7.4974623,4.1225581,Maryland,7494,69134,,13646,9544,1820.5226,219.79132
24,1987,1,9382,3597,524039,1627154,0,1.29687,2.74,19208,4.3166666,9.1999998,26.480854,7.2931304,6.2634687,Maryland,8063,72816,,13874,10958,1790.3247,221.06082
24,1988,1,10031,3701,539832,1650799,0,2.8510971,2.6199999,20582,4.1166668,9.8000002,26.447197,7.0576963,7.7705951,Maryland,9225,78619,,14561,11352,1858.1707,224.19447
24,1989,2,11674,4087,552964,1666774,0,3.6229751,2.54,21900,3.7249999,9,26.41271,6.7651634,11.613306,Maryland,9862,84456,,16554,11477,2111.1682,245.20421
24,1990,2,13135,3735,566810,1683893,0,2.0456531,2.51,22852,4.5500002,9.8999996,26.216133,6.4829564,14.229849,Maryland,11192,82898,,17907,12246,2317.355,221.80745
24,1991,2,13946,4346,580748,1695123,0,1.941925,2.3299999,23304,6.2249999,9.1000004,26.694981,6.1814132,17.790958,Maryland,12350,77988,,18880,13984,2401.3857,256.38257
24,1992,1,14570,4387,593478,1702617,0,2.2167549,2.26,24139,6.5833335,11.8,27.140617,6.0493345,20.717525,Maryland,13058,82948,,19804,12856,2455.0193,257.66217
24,1993,1,14816,4414,606399,1705322,0,3.2293079,2.1900001,24720,5.9916668,9.6999998,27.672722,6.0144143,24.980446,Maryland,13858,80208,,20279,13361,2443.2759,258.83676
24,1994,1,15454,4462,620056,1709088,0,3.6409791,2.1500001,25587,5.1583333,10.7,28.197813,6.0645504,29.583561,Maryland,14795,76940,,20952,12392,2492.3555,261.07492
24,1995,1,15879,4458,632372,1713417,0,3.5958619,2.0899999,26393,5.0583334,10.1,28.72117,6.1765079,31.715771,Maryland,15748,71029,,21589,13384,2511.022,260.18185
24,1996,1,16349,4605,645858,1713399,0,3.463819,2.0799999,27393,4.9416666,10.3,29.28471,6.3010149,25.01963,Maryland,16246,70553,,22885,,2531.3613,268.76401
24,1997,2,16423,4665,658002,1715224,0,3.7034969,2.0699999,28666,4.7583332,8.3999996,29.803646,6.442018,14.910822,Maryland,15763,74612,,22921,,2495.8892,271.97614
24,1998,2,16690,4706,672023,1717285,0,3.853797,2.0799999,30317,4.2833333,7.1999998,30.313568,6.5843091,13.334706,Maryland,15528,78051,,22688,,2483.5459,274.0372
24,1999,2,17183,4760,684664,1720367,0,3.6284051,2.0799999,31796,3.5833333,7.3000002,30.778193,6.6724977,13.930893,Maryland,15007,81286,,23213,,2509.6982,276.68515
24,2000,2,17481,4788,689991,1656409,0,2.008471,2.0899999,34257,3.5666666,7.4000001,31.12084,6.7467213,12.197734,Maryland,13666,81523,,23659,,2533.5112,289.05905
25,1985,2,1740,3326,137444,2616369,0,2.1707561,3.01,16910,4.0916667,9.1999998,5.3110743,7.8369465,2.0570753,Massachusetts,4496,86597,3257,,,1265.9701,127.12274
25,1986,2,1721,3249,141701,2620922,0,2.649437,2.96,18148,3.9833333,9.1999998,5.3041058,7.7604327,3.4217522,Massachusetts,3998,94945,3265,,,1214.5292,123.96401
25,1987,2,2001,3460,146015,2630055,0,3.9589131,2.9300001,19575,3.3583333,8.1999998,5.2948871,7.5925732,5.5593133,Massachusetts,4018,97571,,,3790,1370.4071,131.55618
25,1988,2,2215,3602,150805,2645380,0,4.8614621,2.8599999,21341,3.3,8.5,5.2884865,7.3853388,7.1728778,Massachusetts,4333,92353,,,3891,1468.7842,136.16191
25,1989,1,2657,3819,155576,2655509,0,5.5355611,2.75,22342,4.1666665,8.8000002,5.2821698,7.1158161,9.4755201,Massachusetts,4688,88529,,,4494,1707.8469,143.81424
25,1990,1,2895,4017,158499,2651961,0,3.9142809,2.6300001,23043,6.3166666,10.7,5.0148482,6.7536011,10.54355,Massachusetts,4720,72459,,,4864,1826.5099,151.47281
25,1991,2,2899,4128,162624,2633877,0,4.9563799,2.49,23432,8.833333,11,5.1766615,6.1719675,13.591495,Massachusetts,4944,54172,,,5650,1782.6396,156.72714
25,1992,2,3062,4702,166869,2625515,0,4.6174488,2.3800001,24538,8.8416672,10.3,5.3308015,5.860774,15.210553,Massachusetts,4645,48312,,,6999,1834.9723,179.08867
25,1993,1,2883,4515,171348,2625468,0,5.026711,2.3800001,25176,7.3249998,10.7,5.4684119,5.8060555,17.209606,Massachusetts,4370,47154,,,6902,1682.5408,171.96935
25,1994,1,2866,4428,174554,2629273,0,6.1108332,2.3800001,26303,6.2333336,9.6999998,5.5715928,5.8560276,19.802334,Massachusetts,4755,46670,,,6904,1641.8988,168.41158
25,1995,2,2718,4315,177485,2638722,0,5.6423612,2.3499999,27457,5.4749999,11,5.6572618,5.9482579,18.839214,Massachusetts,5256,43680,,,7603,1531.397,163.52614
25,1996,1,3328,5174,180662,2644359,0,5.4807601,2.3499999,28933,4.5833335,10.1,5.7669315,6.0833631,12.411493,Massachusetts,4836,44858,,,7938,1842.114,195.66179
25,1997,1,3290,5187,186151,2650080,0,5.6725078,2.3900001,30498,4.0833335,12.2,5.9412785,6.225769,6.1515651,Massachusetts,4596,46430,,,8138,1767.3824,195.72993
25,1998,2,3223,4930,191418,2657141,0,6.0052052,2.3900001,32524,3.4000001,8.6999998,6.1078339,6.3749094,5.0702839,Massachusetts,4489,46567,,,9162,1683.7498,185.53777
25,1999,1,3034,4774,197255,2660541,0,5.4381809,2.3900001,34227,3.2583332,11.8,6.2764292,6.4648519,5.0337601,Massachusetts,4304,46267,,,9162,1538.1106,179.43719
25,2000,2,2837,4561,165651,2579901,0,3.3147171,2.55,37756,2.7583332,9.8000002,6.4066749,6.4793601,4.7785788,Massachusetts,3703,45233,,,9162,1712.6368,176.78973
26,1985,1,9497,7108,571112,3775371,0,.50001609,2.5799999,14773,10.05,14.5,14.541648,8.2725182,.68292904,Michigan,6639,99365,,14387,,1662.8962,188.27289
26,1986,2,11174,8224,578039,3788830,0,.92456728,2.5599999,15607,8.8583336,13.9,14.516467,8.2435923,1.0954154,Michigan,5703,102653,,16784,,1933.0875,217.0591
26,1987,1,12674,9533,585981,3805033,0,1.16663,2.5,16053,8.333333,12.2,14.489078,8.1192389,1.882736,Michigan,6342,110241,,20076,,2162.8687,250.53659
26,1988,2,14939,10787,591364,3810512,0,1.411927,2.47,17028,7.6083336,12.1,14.463719,7.9510546,2.7767515,Michigan,7677,115132,21454,,,2526.1936,283.08533
26,1989,1,17290,12147,599287,3815202,0,1.319779,2.3800001,18225,7.1833334,13.2,14.439843,7.7110615,4.0309415,Michigan,9890,122459,24850,,,2885.0952,318.38419
26,1990,2,18616,13247,608363,3830590,0,1.060384,2.4200001,18922,7.7416668,14.3,14.397829,7.4488802,4.6717334,Michigan,11901,133439,26266,,,3060.0151,345.82141
26,1991,2,19930,13951,616317,3859283,0,1.360242,2.26,19324,9.3000002,14.1,14.529696,7.135119,5.5635657,Michigan,12275,136855,26209,,,3233.7256,361.492
26,1992,1,21272,15118,624466,3887181,0,1.245561,2.21,20338,9.1416664,13.6,14.64006,6.9833364,6.7622705,Michigan,13436,135012,27086,,,3406.4304,388.91937
26,1993,2,21026,15554,632359,3907399,0,1.186137,2.1800001,21129,7.4000001,15.4,14.777655,6.9454622,8.1864853,Michigan,14015,139753,27548,,,3325.01,398.06531
26,1994,2,21686,15915,639153,3929037,0,1.56048,2.0999999,22694,6.1666665,14.1,14.90519,6.9907832,8.8458357,Michigan,12846,142640,27966,,,3392.9277,405.0611
26,1995,2,21859,16170,645861,3957067,0,1.363623,2.0599999,23508,5.3583331,12.2,15.014131,7.0922594,8.9704533,Michigan,13862,141436,,41371,,3384.4744,408.63599
26,1996,2,22493,16599,649682,3984459,0,1.495543,2.0799999,24306,4.9333334,11.2,15.076863,7.1935911,6.168889,Michigan,14609,147598,,42959,,3462.1553,416.59357
26,1997,1,23763,17645,652934,4001319,0,1.322559,2.0599999,25367,4.3166666,10.3,15.157505,7.2625885,4.3327332,Michigan,14351,165449,,45146,,3639.4185,440.97958
26,1998,2,24186,18226,656584,4014102,0,1.722948,2.1199999,26919,3.9749999,11,15.268511,7.3055873,3.5438876,Michigan,15331,170997,,44804,,3683.6108,454.04926
26,1999,2,24476,18585,662421,4027233,0,1.946582,2.1099999,28095,3.7750001,9.6999998,15.375669,7.2705522,3.2433691,Michigan,15541,170041,,47178,,3694.9312,461.48309
26,2000,2,25076,18946,668715,3918849,0,1.491731,2.1199999,29552,3.7166667,9.8999996,15.44845,7.2188396,3.2844136,Michigan,15753,170276,,48974,,3749.8784,483.45828
27,1985,1,480,1504,38499,1962052,0,1.594677,2.6800001,15166,6,12.6,2.2583935,7.9053202,.62121505,Minnesota,1364,32986,2410,2410,2546,1246.7856,76.654442
27,1986,1,514,1537,40668,1967730,0,1.560838,2.5599999,15957,5.5666666,12.5,2.2542665,7.8035111,1.4504005,Minnesota,1437,38901,2495,2495,2633,1263.8929,78.110313
27,1987,2,576,1572,42819,1977462,0,1.7068239,2.5599999,16886,5.1500001,11.3,2.2482853,7.6072159,1.8414494,Minnesota,1444,44363,2605,2605,2717,1345.1973,79.495842
27,1988,1,707,1664,45350,2002759,0,1.646952,2.49,17511,4.3000002,11.6,2.2432668,7.369246,2.0014565,Minnesota,1639,56901,2964,2964,2976,1558.9857,83.085381
27,1989,2,795,1820,47779,2018055,0,1.212826,2.4300001,18923,4.3583331,11.2,2.2385952,7.0708003,2.4664965,Minnesota,1699,58648,3098,3113,3098,1663.9109,90.185844
27,1990,1,838,1806,49908,2038076,0,.4685989,2.55,19891,4.7833333,12,2.2344627,6.7957339,3.8042243,Minnesota,1873,59323,3198,3198,3198,1679.0895,88.612984
27,1991,2,991,1865,51689,2054344,0,.4088766,2.3499999,20278,5.2083335,12.9,2.3439474,6.5833883,4.4585967,Minnesota,1702,71407,3414,3414,3414,1917.2357,90.783241
27,1992,1,1126,2008,54661,2071212,0,.0545188,2.3499999,21443,5.1166668,13,2.5154779,6.5892396,4.2041368,Minnesota,1901,72938,3678,3678,3678,2059.9697,96.948067
27,1993,1,1335,2111,57484,2092330,0,.56239581,2.3299999,21636,4.9416666,11.6,2.682735,6.6997385,4.6093531,Minnesota,1834,75961,3845,3845,3845,2322.3853,100.8923
27,1994,2,1458,2285,60208,2108360,0,.7914601,2.3499999,22985,4.0916667,11.7,2.867141,6.8873005,5.9865236,Minnesota,1904,81972,4095,4095,4095,2421.605,108.37807
27,1995,1,1620,2369,63014,2123225,0,.83380568,2.3199999,24078,3.7166667,9.1999998,3.0443041,7.0928593,5.4504333,Minnesota,2117,83778,4554,4554,4554,2570.8572,111.57555
27,1996,2,1758,2461,65608,2140648,0,.60789841,2.3399999,25716,3.9166667,9.8000002,3.217128,7.3040662,3.925457,Minnesota,2377,90202,5014,5014,5014,2679.5513,114.96519
27,1997,2,1858,2435,68563,2154772,0,1.077319,2.3299999,26953,3.2916667,9.6000004,3.4147894,7.4856143,1.6794761,Minnesota,2446,94920,5327,5327,5327,2709.9165,113.005
27,1998,1,1981,2481,71964,2167755,0,1.009895,2.27,28993,2.7416668,10.3,3.6527605,7.615118,1.4542699,Minnesota,2995,100818,5567,5724,5724,2752.7654,114.4502
27,1999,2,2112,2550,76412,2184963,0,1.450106,2.3599999,30106,2.7916667,7.3000002,3.9075692,7.6264172,1.4158257,Minnesota,3151,113265,5664,5786,5786,2763.9639,116.70678
27,2000,2,2157,2898,88986,2170573,0,1.040936,2.3699999,32017,3.1083333,5.6999998,4.1644139,7.5886946,1.4591889,Minnesota,3072,115906,6321,6321,6321,2423.9768,133.51314
28,1985,1,4156,1831,426791,807064,0,.018632799,2.04,9892,10.783333,25.1,36.346748,9.1019812,.3862828,Mississippi,3392,6636,5650,,,973.77875,226.87172
28,1986,2,4432,1881,426871,809347,0,.25657719,2.04,10194,12.083333,26.6,36.293922,9.1274624,1.1565217,Mississippi,3454,6458,5878,,,1038.2528,232.40959
28,1987,2,4542,1950,425487,807066,0,.43770459,2.01,10802,10.433333,25,36.230766,9.0721016,2.1244421,Mississippi,3456,6752,6375,,,1067.4827,241.61592
28,1988,2,4898,2095,423922,802748,0,.37880981,2.03,11561,8.7250004,27.200001,36.180332,8.9722376,3.5648248,Mississippi,3177,6854,6651,6318,6511,1155.4012,260.97855
28,1989,2,5221,2252,423272,798830,0,.66020888,2,12495,8.041667,22,36.131935,8.7898626,4.9722352,Mississippi,3349,7333,7204,7657,7091,1233.4858,281.91229
28,1990,1,5663,2217,424754,797969,0,.4554846,2.0799999,13089,7.6833334,25.700001,35.963394,8.5756044,5.661335,Mississippi,3478,8221,8136,8594,8091,1333.2423,277.83035
28,1991,2,6055,2287,429608,799346,0,.59767997,2.05,13702,8.8999996,23.700001,36.201752,8.2861919,5.8490043,Mississippi,3292,9309,8524,8098,8524,1409.4244,286.10889
28,1992,1,6069,2147,435166,802418,0,.80089432,2.0799999,14559,8.333333,24.6,36.467625,8.1561241,6.5936561,Mississippi,2357,8031,8557,9083,9007,1394.6403,267.56628
28,1993,2,6945,2318,441729,808771,0,.62800503,2.1099999,15290,6.9666667,24.700001,36.647339,8.1715565,7.7586532,Mississippi,1730,9219,,8746,9206,1572.231,286.6077
28,1994,1,7693,2520,447638,815907,0,.77679747,2,16291,6.6500001,19.9,36.775719,8.2452087,10.598767,Mississippi,1519,9042,9678,9678,9678,1718.5762,308.85873
28,1995,1,8852,2952,453328,822940,0,1.082927,2.0599999,16885,6.5416665,23.5,36.919697,8.3585205,9.6229458,Mississippi,1510,9595,10535,10535,10535,1952.67,358.71387
28,1996,2,9726,3177,458072,827303,0,.95204729,2.0799999,17702,6.2833333,20.6,37.055668,8.4596729,9.2791891,Mississippi,1326,10376,12440,12440,12440,2123.2471,384.01892
28,1997,2,9946,3320,462388,832964,0,1.018598,2.0699999,18550,6.0416665,16.700001,37.141621,8.4839993,6.1937251,Mississippi,1378,10997,,14428,15187,2151.0073,398.57666
28,1998,2,11643,3740,467022,837551,0,1.638651,2.0799999,19545,5.4416666,17.6,37.243286,8.4572916,5.5974793,Mississippi,1489,11530,,13916,14649,2493.0303,446.53998
28,1999,1,12707,4054,470720,841467,0,1.455969,2.1500001,20053,5.2666664,16.200001,37.343327,8.3366327,5.1619143,Mississippi,1356,13427,,17827,,2699.4817,481.77765
28,2000,2,13662,4803,484369,855944,0,.61628592,2.1300001,21005,5.6333332,14.9,37.331959,8.1042776,5.5812407,Mississippi,1596,15118,,18027,,2820.5769,561.13483
29,1985,1,3766,5649,247049,2132778,0,.88600391,2.3599999,13962,6.4000001,13.7,11.023231,7.8850651,.97969747,Missouri,4485,26081,,10191,,1524.3939,264.86581
29,1986,1,3942,5914,249087,2141208,0,1.296937,2.3599999,14595,6.2249999,14.4,11.01001,7.8411636,1.9905422,Missouri,5229,33819,,11588,,1582.5796,276.19922
29,1987,2,4240,6359,250780,2155063,0,1.106779,2.3499999,15239,6.1666665,14,10.992474,7.7066231,2.8868127,Missouri,6423,40766,,11357,,1690.725,295.07257
29,1988,1,5369,6154,252726,2164813,0,1.297188,2.28,16006,5.5833335,12.7,10.978658,7.5318751,4.2301192,Missouri,7207,42728,,12800,,2124.4351,284.27399
29,1989,2,6129,7039,253921,2170427,0,1.452906,2.24,16988,5.4583335,12.6,10.965012,7.2920823,6.2598877,Missouri,7545,44158,15121,15121,,2413.7429,324.31406
29,1990,1,6531,7606,256198,2182081,0,.84984398,2.3,17627,5.7750001,13.4,10.943214,7.0509739,6.8241019,Missouri,9196,42322,14822,14893,,2549.2002,348.56635
29,1991,2,6941,8103,259483,2194336,0,1.290332,2.2,18353,6.5333333,14.8,11.038062,6.8064709,8.0838556,Missouri,10333,35138,15056,15411,,2674.9343,369.26889
29,1992,2,7282,7946,263544,2208844,0,1.783787,2.24,19349,6,15.7,11.150923,6.7402377,10.446415,Missouri,11671,32629,15630,16187,,2763.106,359.73569
29,1993,2,7284,7930,267730,2226444,0,1.671113,2.2,19862,6.1416664,16.1,11.270995,6.8047447,10.092627,Missouri,12264,36000,15911,15832,,2720.6514,356.17334
29,1994,1,8666,8125,272507,2247552,0,2.077378,2.21,20848,4.9416666,15.6,11.383168,6.9314904,10.461082,Missouri,12592,36295,,18162,,3180.1018,361.50443
29,1995,1,8626,9258,275894,2267544,0,1.1231101,2.1400001,21559,4.6916666,9.3999996,11.463302,7.0945792,11.044491,Missouri,13001,41728,,19132,,3126.563,408.28314
29,1996,2,9665,10776,279467,2280433,0,1.634225,2.0899999,22548,4.6916666,9.5,11.564363,7.2623796,7.6773624,Missouri,13087,42368,,20611,,3458.3689,472.54184
29,1997,1,10225,11981,283645,2296054,0,1.2183779,2.1500001,23716,4.2583332,11.8,11.684611,7.3739057,3.9954805,Missouri,12514,46301,,22317,,3604.8582,521.80829
29,1998,2,10450,12543,286573,2307677,0,1.582521,2.1800001,24923,3.9833333,9.8000002,11.790879,7.4560761,3.7669115,Missouri,10366,49992,,26302,,3646.5403,543.53363
29,1999,2,10971,13212,288482,2321464,0,2.051847,2.23,25697,3.1333334,11.7,11.879115,7.4337087,3.2003176,Missouri,11448,52493,,27416,,3803.0103,569.1236
29,2000,2,11112,13768,294781,2315875,0,1.352309,2.25,27241,3.2833333,9.1999998,11.979021,7.3530612,3.175698,Missouri,12563,53299,,28498,,3769.5781,594.50531
30,1985,2,16,861,1357,383223,0,.066349402,2.8099999,11909,7.8333335,16,.30002928,7.9455352,0,Montana,634,2637,749,1094,749,1179.0715,224.67336
30,1986,1,16,864,1378,378333,0,1.033635,2.73,12470,7.5666666,16.5,.29706681,7.9077544,0,Montana,668,2943,936,1190,936,1161.103,228.37024
30,1987,1,22,922,1377,373464,0,.55476087,2.6700001,12978,7.2583332,18,.29334119,7.7699647,.49676111,Montana,624,3168,956,1190,956,1597.6761,246.87788
30,1988,2,17,964,1409,370322,0,2.13922,2.6600001,13296,6.5333333,14.6,.2894049,7.5822525,.49976948,Montana,671,3275,784,1073,784,1206.5294,260.314
30,1989,2,24,1011,1436,369369,0,.2257295,2.5699999,14641,6.0583334,15.6,.28532165,7.3285661,1.2505659,Montana,752,3459,1030,1314,1030,1671.3092,273.71002
30,1990,2,20,1089,1451,369041,0,-.86203438,2.6700001,15448,6.0333333,16.299999,.28137395,7.1541758,.62484068,Montana,811,4052,1079,1407,1079,1378.3597,295.08917
30,1991,2,19,1134,1491,372718,0,-.1967614,2.6400001,16318,6.3249998,15.4,.28701711,7.18679,2.7171228,Montana,617,3579,1117,1441,1117,1274.3125,304.25146
30,1992,2,24,1144,1485,379940,0,-.28747061,2.6099999,16867,6.4666667,13.8,.28554833,7.3430858,1.8164865,Montana,677,3948,1160,1465,1160,1616.1616,301.10016
30,1993,2,27,1207,1576,388673,0,.0054909,2.47,17770,6.0083332,14.9,.30943248,7.4823532,2.249157,Montana,704,5572,,1260,850,1713.198,310.54382
30,1994,1,32,1352,1631,395434,0,-.0193874,2.51,17861,5.4833336,11.5,.31589878,7.6395612,1.8576441,Montana,710,5656,,1344,850,1961.9866,341.90283
30,1995,1,36,1526,1715,401644,0,-.74520558,2.54,18349,5.4333334,15.3,.32290369,7.7859526,2.2816646,Montana,744,4318,900,1414,900,2099.1252,379.93845
30,1996,2,51,1692,1771,405609,0,-.2748304,2.4000001,19047,5.5166669,17,.33762124,7.8988643,0,Montana,771,4473,,1417,896,2879.729,417.15051
30,1997,1,33,1935,1714,405878,0,.34188959,2.4200001,19877,5.3499999,15.6,.3335306,7.9828963,1.1237659,Montana,755,4683,,1400,896,1925.3209,476.74423
30,1998,2,48,1941,1823,406179,0,-.2105369,2.4400001,21130,5.5666666,16.6,.34888434,8.0317698,.44821393,Montana,667,5358,,1748,1244,2633.0225,477.86813
30,1999,2,48,2112,1766,406573,0,-.4132365,2.52,21585,5.2916665,15.8,.35520595,7.9841161,.55709875,Montana,549,5906,,1400,896,2718.0068,519.46393
30,2000,2,45,2180,1686,407143,0,-.1322336,2.53,22929,4.7583332,14.1,.46265149,7.8888354,0,Montana,621,6108,,1400,896,2669.0391,535.43842
31,1985,2,524,1136,25780,736027,0,-.000183,2.3699999,13869,5.1416664,14.8,3.770889,7.9265952,0,Nebraska,246,10720,1562,1513,1542,2032.5834,154.34216
31,1986,2,539,1246,26124,730215,0,-.045258999,2.28,14333,4.9499998,13.6,3.7621329,7.8981361,.82560021,Nebraska,304,11265,1562,1513,1542,2063.2368,170.63467
31,1987,1,547,1367,26458,725721,0,.091843396,2.27,15032,4.3833332,11.9,3.7519643,7.7711158,1.0211884,Nebraska,459,11511,1562,1513,1542,2067.4277,188.3644
31,1988,2,593,1396,27016,727171,0,.2255138,2.23,15969,3.4666667,10.3,3.7440691,7.5989804,1.9087321,Nebraska,447,11411,,,1651,2194.9956,191.97685
31,1989,1,711,1454,27656,728006,0,.1783613,2.1800001,16825,2.8499999,12.8,3.735585,7.3603125,1.7778839,Nebraska,490,12627,,,1666,2570.8706,199.72363
31,1990,1,727,1436,28298,729992,0,-.088318802,2.25,17983,2.325,10.3,3.7404399,7.1508417,2.1496403,Nebraska,632,14654,,,1666,2569.0862,196.71448
31,1991,1,773,1490,28596,734792,0,-.0005046,2.1900001,18524,2.6500001,9.5,3.7814808,7.0339408,2.7570322,Nebraska,702,14838,,,1706,2703.1753,202.77847
31,1992,1,787,1472,29148,739460,0,.040529501,2.1600001,19349,2.8583333,10.6,3.8364801,7.0475221,3.2884798,Nebraska,697,15386,,,1706,2700.0137,199.06418
31,1993,2,796,1489,29542,742980,0,-.0015699,2.1400001,19750,2.7916667,10.3,3.87678,7.1566014,3.5679352,Nebraska,815,15483,,,2013,2694.469,200.40916
31,1994,2,831,1617,30309,746652,0,.076664001,2.1400001,20751,2.6166666,8.8000002,3.9700232,7.3076878,5.4300046,Nebraska,771,18639,,,2013,2741.7598,216.56676
31,1995,2,896,1860,30765,752052,0,-.040778302,2.0999999,21730,2.6166666,9.6000004,4.0401559,7.4739046,4.5262742,Nebraska,661,13895,,2517,2013,2912.4004,247.32332
31,1996,1,931,2004,31298,757425,0,.0340054,2.1099999,23530,2.7666667,10.2,4.1292033,7.6636753,3.7640254,Nebraska,688,14363,,2517,2013,2974.6309,264.58066
31,1997,2,932,2105,31953,760797,0,.032706998,2.0899999,24061,2.4166667,9.8000002,4.2457247,7.8134842,2.134702,Nebraska,688,16439,,2517,2013,2916.7839,276.68353
31,1998,2,908,2366,32512,763020,0,.1375034,2.1600001,25542,2.5,12.3,4.346097,7.9237962,1.7100912,Nebraska,624,16527,,2963,2371,2792.8149,310.08362
31,1999,1,896,2379,33104,763138,0,.099644803,2.1900001,26465,2.75,11,4.4500823,7.9315963,1.173183,Nebraska,568,20462,,2963,2371,2706.6216,311.73917
31,2000,2,920,2086,33878,752674,0,.1264566,2.23,27625,2.7916667,8.6000004,4.6118045,7.839498,1.5758371,Nebraska,476,21483,,2963,2371,2715.6267,277.14523
32,1985,1,1123,2109,30942,432121,0,.86166161,4.9899998,15481,7.4416666,14.4,7.5715027,6.923985,1.4717121,Nevada,1313,5365,3729,3729,3000,3629.3711,488.05774
32,1986,2,1300,2438,31945,445301,0,2.4009981,5.0500002,16170,6.6083336,8.1000004,7.5483289,6.8581929,2.752984,Nevada,1529,5518,,,3911,4069.4944,547.49481
32,1987,2,1245,2530,33597,464174,0,1.36349,4.9899998,16865,6.125,10.4,7.5207448,6.7282948,6.057302,Nevada,1598,5338,,4132,3283,3705.688,545.0542
32,1988,2,1421,2624,35556,486685,0,1.5551879,4.9099998,18168,5.2833333,8.6000004,7.4992423,6.5763359,7.7192497,Nevada,2100,7032,,4637,3731,3996.5125,539.15778
32,1989,2,1351,2491,38009,514942,0,1.2159491,4.8299999,19360,4.7583332,10.8,7.4794698,6.3805547,9.494873,Nevada,2417,7065,5382,5382,4370,3554.4214,483.7438
32,1990,1,1529,2822,41500,549717,0,.8958199,4.7800002,20346,5.0833335,9.8000002,7.5361247,6.2541423,10.158148,Nevada,2850,7700,5406,5406,4394,3684.3374,513.35504
32,1991,1,1567,2895,44420,578066,0,1.480873,4.3099999,20761,6.25,11.4,7.6927862,5.9785323,14.041357,Nevada,2987,8153,6166,6166,5014,3527.6902,500.80786
32,1992,2,1622,3379,47231,597141,0,1.914457,4.25,22084,6.9499998,14.7,7.8925076,5.8809338,15.983815,Nevada,3246,8533,5743,5743,4770,3434.1851,565.86298
32,1993,1,1709,3297,49417,617282,0,1.722351,4.0599999,22777,6.7833333,9.8000002,8.0098839,5.8378773,17.219204,Nevada,3398,8826,6440,,5278,3458.324,534.11566
32,1994,2,1861,3669,53164,649525,0,1.700314,4,23772,6.1166668,11.1,8.250412,5.8878222,21.009832,Nevada,3529,9410,6457,6739,5316,3500.489,564.87433
32,1995,2,1954,4043,56602,678958,0,1.907531,3.8399999,24817,5.5583334,11.1,8.4355335,5.9646125,18.083206,Nevada,2863,8634,,7342,5842,3452.1748,595.47131
32,1996,2,2127,4332,59858,708951,0,2.3251021,3.8900001,26085,5.1750002,8.1000004,8.57265,6.0784845,11.702435,Nevada,3216,9760,7667,7326,5842,3553.4097,611.04364
